tenant,val_euro,duration,economicUnitValue,resourceName,date,hour,raw_caller_number,formatted_caller_number,raw_called_number,formatted_called_number,is_internal,call_direction,call_type,start_time,end_time,call_status,call_id
example_tenant,2.0,98,0.68,example_resource,2025-04-01,13:39:48,2040346255,+39 2040346255,1923518839,+39 1923518839,True,outbound,voice,2025-04-01T13:39:48.751696,2025-04-01T13:41:26.751696,missed,a2309d00e0f4c362
example_tenant,3.8,354,0.94,example_resource,2025-03-19,13:39:48,9395696936,+39 9395696936,2153091258,+39 2153091258,True,inbound,voice,2025-03-19T13:39:48.751717,2025-03-19T13:45:42.751717,voicemail,1858fe9dcabb4b1c
example_tenant,0.13,390,1.27,example_resource,2025-03-08,13:39:48,6076613295,+39 6076613295,8125476158,+39 8125476158,True,outbound,video,2025-03-08T13:39:48.751748,2025-03-08T13:46:18.751748,answered,34d955b922bca53d
example_tenant,1.85,418,1.19,example_resource,2025-04-01,13:39:48,7622130672,+39 7622130672,7334127957,+39 7334127957,True,inbound,video,2025-04-01T13:39:48.751771,2025-04-01T13:46:46.751771,answered,1099f19a4bd04b0f
example_tenant,3.72,55,1.24,example_resource,2025-04-02,13:39:48,6620776167,+39 6620776167,5087802407,+39 5087802407,True,inbound,voice,2025-04-02T13:39:48.751797,2025-04-02T13:40:43.751797,voicemail,a7f79ac3d9841510
example_tenant,4.26,254,1.17,example_resource,2025-03-28,13:39:48,9109234008,+39 9109234008,6734588078,+39 6734588078,True,inbound,video,2025-03-28T13:39:48.751820,2025-03-28T13:44:02.751820,missed,960b26de756d3ae8
example_tenant,1.34,305,1.68,example_resource,2025-04-01,13:39:48,7007577822,+39 7007577822,9890713840,+39 9890713840,True,inbound,voice,2025-04-01T13:39:48.751850,2025-04-01T13:44:53.751850,answered,3f30c45413649887
example_tenant,2.05,494,1.31,example_resource,2025-03-08,13:39:48,9677247689,+39 9677247689,1801096437,+39 1801096437,True,inbound,video,2025-03-08T13:39:48.751872,2025-03-08T13:48:02.751872,voicemail,1336a5e8b72c7379
example_tenant,1.08,459,1.32,example_resource,2025-04-04,13:39:48,4804541762,+39 4804541762,0382353214,+39 0382353214,False,inbound,video,2025-04-04T13:39:48.751894,2025-04-04T13:47:27.751894,voicemail,4505d3adaffa67db
example_tenant,3.05,331,1.35,example_resource,2025-03-20,13:39:48,0998293517,+39 0998293517,9305820243,+39 9305820243,True,outbound,video,2025-03-20T13:39:48.751915,2025-03-20T13:45:19.751915,answered,e91b4c6ec686287b
example_tenant,0.76,103,1.15,example_resource,2025-03-27,13:39:48,3877037830,+39 3877037830,6359245058,+39 6359245058,False,outbound,voice,2025-03-27T13:39:48.751936,2025-03-27T13:41:31.751936,voicemail,fa575f9ec2182f3f
example_tenant,3.94,318,1.01,example_resource,2025-04-03,13:39:48,6968824208,+39 6968824208,6551284127,+39 6551284127,False,inbound,video,2025-04-03T13:39:48.751958,2025-04-03T13:45:06.751958,answered,b76135932d6d576c
example_tenant,3.47,263,1.27,example_resource,2025-03-27,13:39:48,1115035812,+39 1115035812,0231527138,+39 0231527138,False,inbound,video,2025-03-27T13:39:48.751983,2025-03-27T13:44:11.751983,answered,28e7cb2350713018
example_tenant,1.88,595,0.81,example_resource,2025-03-12,13:39:48,3259304544,+39 3259304544,4325338667,+39 4325338667,True,inbound,video,2025-03-12T13:39:48.752004,2025-03-12T13:49:43.752004,missed,3b1865b70f34b916
example_tenant,4.73,132,1.76,example_resource,2025-03-11,13:39:48,4534694946,+39 4534694946,5853027300,+39 5853027300,False,inbound,voice,2025-03-11T13:39:48.752028,2025-03-11T13:42:00.752028,missed,8d2255d3b5ba026a
example_tenant,3.32,258,0.79,example_resource,2025-03-05,13:39:48,5418979212,+39 5418979212,9794788895,+39 9794788895,True,outbound,voice,2025-03-05T13:39:48.752049,2025-03-05T13:44:06.752049,answered,0097c308bf6f67fd
example_tenant,4.41,38,0.58,example_resource,2025-03-22,13:39:48,8351597048,+39 8351597048,0573643774,+39 0573643774,True,outbound,voice,2025-03-22T13:39:48.752071,2025-03-22T13:40:26.752071,missed,7df44c668c4ef5ba
example_tenant,3.24,217,1.86,example_resource,2025-03-23,13:39:48,0140747698,+39 0140747698,8586585956,+39 8586585956,False,outbound,video,2025-03-23T13:39:48.752092,2025-03-23T13:43:25.752092,missed,b8dc83402f538406
example_tenant,0.44,169,0.77,example_resource,2025-03-30,13:39:48,5481614749,+39 5481614749,6655157456,+39 6655157456,True,outbound,voice,2025-03-30T13:39:48.752166,2025-03-30T13:42:37.752166,voicemail,1626d945b0ecd936
example_tenant,2.1,69,1.7,example_resource,2025-04-02,13:39:48,4431220446,+39 4431220446,4571358888,+39 4571358888,True,outbound,voice,2025-04-02T13:39:48.752194,2025-04-02T13:40:57.752194,voicemail,bda2e657db000db5
example_tenant,2.42,316,1.34,example_resource,2025-03-10,13:39:48,1015756804,+39 1015756804,6230645816,+39 6230645816,True,inbound,voice,2025-03-10T13:39:48.752216,2025-03-10T13:45:04.752216,answered,be00d12a872c7590
example_tenant,3.97,455,0.51,example_resource,2025-03-29,13:39:48,1232140301,+39 1232140301,1058310812,+39 1058310812,True,inbound,video,2025-03-29T13:39:48.752237,2025-03-29T13:47:23.752237,missed,eb0e5c6a33404df9
example_tenant,4.87,511,0.85,example_resource,2025-03-31,13:39:48,5518302362,+39 5518302362,8119947723,+39 8119947723,False,outbound,voice,2025-03-31T13:39:48.752266,2025-03-31T13:48:19.752266,missed,04ef2486fab50612
example_tenant,1.97,29,1.48,example_resource,2025-03-29,13:39:48,2494433542,+39 2494433542,2629693705,+39 2629693705,False,inbound,video,2025-03-29T13:39:48.752287,2025-03-29T13:40:17.752287,answered,dd2896bc6a04bc0c
example_tenant,1.13,484,1.71,example_resource,2025-03-13,13:39:48,3022021505,+39 3022021505,7751065363,+39 7751065363,False,inbound,voice,2025-03-13T13:39:48.752308,2025-03-13T13:47:52.752308,voicemail,1b6f4507d1e6fe7e
example_tenant,3.56,413,1.6,example_resource,2025-03-12,13:39:48,2521061454,+39 2521061454,8498479556,+39 8498479556,True,outbound,video,2025-03-12T13:39:48.752353,2025-03-12T13:46:41.752353,voicemail,24a1ab33a0fc56f8
example_tenant,3.36,430,1.94,example_resource,2025-03-10,13:39:48,0536664035,+39 0536664035,8707559008,+39 8707559008,True,inbound,voice,2025-03-10T13:39:48.752390,2025-03-10T13:46:58.752390,voicemail,acd0bbb0cfcb5942
example_tenant,3.41,122,0.92,example_resource,2025-03-22,13:39:48,9747371218,+39 9747371218,6477794363,+39 6477794363,False,inbound,voice,2025-03-22T13:39:48.752412,2025-03-22T13:41:50.752412,answered,068402147627536f
example_tenant,0.52,13,1.49,example_resource,2025-03-24,13:39:48,6662354550,+39 6662354550,7242254615,+39 7242254615,False,inbound,voice,2025-03-24T13:39:48.752433,2025-03-24T13:40:01.752433,voicemail,213e88e7cfe692ed
example_tenant,3.75,35,0.58,example_resource,2025-03-21,13:39:48,5215790638,+39 5215790638,1154724368,+39 1154724368,True,inbound,voice,2025-03-21T13:39:48.752459,2025-03-21T13:40:23.752459,answered,ee5569d6afe454e4
example_tenant,1.32,56,1.68,example_resource,2025-03-06,13:39:48,0126538801,+39 0126538801,5117326519,+39 5117326519,True,inbound,voice,2025-03-06T13:39:48.752483,2025-03-06T13:40:44.752483,answered,698e4d297b0a45da
example_tenant,4.84,22,1.22,example_resource,2025-03-14,13:39:48,0626777131,+39 0626777131,0002328849,+39 0002328849,True,outbound,voice,2025-03-14T13:39:48.752512,2025-03-14T13:40:10.752512,voicemail,8fef1867ba23861a
example_tenant,0.42,409,0.75,example_resource,2025-03-12,13:39:48,8056928968,+39 8056928968,8025500882,+39 8025500882,False,inbound,video,2025-03-12T13:39:48.752537,2025-03-12T13:46:37.752537,answered,daaa5d880e474e30
example_tenant,0.24,21,0.68,example_resource,2025-03-18,13:39:48,7653663773,+39 7653663773,9692731600,+39 9692731600,True,outbound,voice,2025-03-18T13:39:48.752560,2025-03-18T13:40:09.752560,voicemail,08f641aeca7fc073
example_tenant,4.53,283,0.75,example_resource,2025-03-25,13:39:48,5366571956,+39 5366571956,3913007783,+39 3913007783,True,outbound,voice,2025-03-25T13:39:48.752581,2025-03-25T13:44:31.752581,voicemail,91022dc632fee339
example_tenant,0.43,87,1.15,example_resource,2025-03-24,13:39:48,7163709609,+39 7163709609,4854403143,+39 4854403143,False,inbound,voice,2025-03-24T13:39:48.752603,2025-03-24T13:41:15.752603,voicemail,cb9ca00bd708b6ce
example_tenant,4.12,120,1.41,example_resource,2025-03-13,13:39:48,3137745833,+39 3137745833,9520296835,+39 9520296835,True,outbound,voice,2025-03-13T13:39:48.752624,2025-03-13T13:41:48.752624,missed,5a073ff95aed2ec8
example_tenant,2.4,364,1.69,example_resource,2025-03-21,13:39:48,5058675477,+39 5058675477,9285195978,+39 9285195978,True,outbound,voice,2025-03-21T13:39:48.752653,2025-03-21T13:45:52.752653,voicemail,b555f5d2e5901ccb
example_tenant,0.73,37,1.91,example_resource,2025-03-14,13:39:48,1458677202,+39 1458677202,0976529665,+39 0976529665,False,inbound,video,2025-03-14T13:39:48.752677,2025-03-14T13:40:25.752677,missed,4cb193bd24495df7
example_tenant,2.63,365,1.45,example_resource,2025-03-27,13:39:48,1742255608,+39 1742255608,5062876260,+39 5062876260,False,inbound,video,2025-03-27T13:39:48.752698,2025-03-27T13:45:53.752698,answered,e473497752e97133
example_tenant,2.27,374,1.14,example_resource,2025-03-26,13:39:48,5458955230,+39 5458955230,8325762885,+39 8325762885,False,inbound,video,2025-03-26T13:39:48.752722,2025-03-26T13:46:02.752722,voicemail,91194c58025182dd
example_tenant,3.4,238,1.73,example_resource,2025-03-29,13:39:48,4544227380,+39 4544227380,5151066201,+39 5151066201,True,outbound,video,2025-03-29T13:39:48.752745,2025-03-29T13:43:46.752745,answered,de3f1e076292546d
example_tenant,4.78,180,0.54,example_resource,2025-03-07,13:39:48,9886868561,+39 9886868561,6655144569,+39 6655144569,False,inbound,voice,2025-03-07T13:39:48.752771,2025-03-07T13:42:48.752771,answered,92f25288cfc538b0
example_tenant,4.58,54,1.27,example_resource,2025-03-14,13:39:48,1371997926,+39 1371997926,3679587815,+39 3679587815,True,inbound,voice,2025-03-14T13:39:48.752793,2025-03-14T13:40:42.752793,missed,1efc1781ee1982f6
example_tenant,2.73,367,1.01,example_resource,2025-03-14,13:39:48,5772393506,+39 5772393506,8960529772,+39 8960529772,False,outbound,voice,2025-03-14T13:39:48.752814,2025-03-14T13:45:55.752814,missed,abb534885cef55a4
example_tenant,1.36,497,0.71,example_resource,2025-04-02,13:39:48,9659130577,+39 9659130577,2970182632,+39 2970182632,True,outbound,voice,2025-04-02T13:39:48.752838,2025-04-02T13:48:05.752838,voicemail,420ad656213b20e2
example_tenant,0.29,264,0.94,example_resource,2025-03-13,13:39:48,7063858199,+39 7063858199,4828123035,+39 4828123035,False,outbound,video,2025-03-13T13:39:48.752860,2025-03-13T13:44:12.752860,missed,393bf182e254a08f
example_tenant,1.38,71,1.35,example_resource,2025-03-07,13:39:48,0138318990,+39 0138318990,2834658063,+39 2834658063,False,inbound,voice,2025-03-07T13:39:48.752881,2025-03-07T13:40:59.752881,answered,4927a67c0039d34d
example_tenant,2.58,501,1.55,example_resource,2025-03-24,13:39:48,7322588497,+39 7322588497,6397362152,+39 6397362152,True,inbound,video,2025-03-24T13:39:48.752903,2025-03-24T13:48:09.752903,answered,3bb6d2a79558324e
example_tenant,2.81,266,1.86,example_resource,2025-03-22,13:39:48,2139954835,+39 2139954835,7305402100,+39 7305402100,True,outbound,voice,2025-03-22T13:39:48.752924,2025-03-22T13:44:14.752924,missed,de1e007c64b4feeb
example_tenant,1.25,351,0.86,example_resource,2025-03-24,13:39:48,9021915363,+39 9021915363,0806854800,+39 0806854800,False,outbound,voice,2025-03-24T13:39:48.752946,2025-03-24T13:45:39.752946,voicemail,22fd110d3b732811
example_tenant,3.57,399,1.98,example_resource,2025-03-13,13:39:48,1997799651,+39 1997799651,5915715911,+39 5915715911,False,inbound,video,2025-03-13T13:39:48.752970,2025-03-13T13:46:27.752970,voicemail,61a831a8f37740b8
example_tenant,1.72,502,0.64,example_resource,2025-03-06,13:39:48,4559394484,+39 4559394484,3384254232,+39 3384254232,False,inbound,video,2025-03-06T13:39:48.752994,2025-03-06T13:48:10.752994,missed,39d4dafc2e29efcf
example_tenant,1.65,325,1.53,example_resource,2025-03-24,13:39:48,1076697492,+39 1076697492,9653655117,+39 9653655117,True,outbound,voice,2025-03-24T13:39:48.753019,2025-03-24T13:45:13.753019,missed,658a15f6461ad42c
example_tenant,3.66,378,0.81,example_resource,2025-03-23,13:39:48,8395816760,+39 8395816760,5308390196,+39 5308390196,True,outbound,video,2025-03-23T13:39:48.753043,2025-03-23T13:46:06.753043,missed,76834e2baf5dccd2
example_tenant,0.12,106,1.07,example_resource,2025-04-02,13:39:48,9856660993,+39 9856660993,5984376046,+39 5984376046,True,outbound,video,2025-04-02T13:39:48.753065,2025-04-02T13:41:34.753065,missed,d8cc276e801b6ac8
example_tenant,4.35,226,1.76,example_resource,2025-04-03,13:39:48,8537554020,+39 8537554020,9257613825,+39 9257613825,False,inbound,video,2025-04-03T13:39:48.753087,2025-04-03T13:43:34.753087,answered,bdc8c6480ed2711e
example_tenant,3.96,103,1.35,example_resource,2025-03-31,13:39:48,5891084480,+39 5891084480,6785592061,+39 6785592061,False,inbound,video,2025-03-31T13:39:48.753107,2025-03-31T13:41:31.753107,answered,f11d06467c1cab7e
example_tenant,3.06,240,1.0,example_resource,2025-03-28,13:39:48,5615752019,+39 5615752019,7699196302,+39 7699196302,True,outbound,video,2025-03-28T13:39:48.753128,2025-03-28T13:43:48.753128,voicemail,c29d8082e907e482
example_tenant,1.58,98,0.72,example_resource,2025-03-14,13:39:48,7951872051,+39 7951872051,3020572862,+39 3020572862,True,outbound,video,2025-03-14T13:39:48.753149,2025-03-14T13:41:26.753149,answered,cc79dff98ccb4e37
example_tenant,2.12,331,1.31,example_resource,2025-03-28,13:39:48,9133290443,+39 9133290443,6870987658,+39 6870987658,True,inbound,video,2025-03-28T13:39:48.753170,2025-03-28T13:45:19.753170,voicemail,4a0809ff581e7409
example_tenant,3.32,298,0.95,example_resource,2025-04-04,13:39:48,1280242526,+39 1280242526,9788389531,+39 9788389531,False,inbound,video,2025-04-04T13:39:48.753194,2025-04-04T13:44:46.753194,missed,52807bb930ea3d18
example_tenant,4.16,151,1.13,example_resource,2025-03-11,13:39:48,8810723472,+39 8810723472,7520300867,+39 7520300867,False,outbound,video,2025-03-11T13:39:48.753222,2025-03-11T13:42:19.753222,answered,760e6931210e903c
example_tenant,4.11,581,1.76,example_resource,2025-03-18,13:39:48,8312490481,+39 8312490481,2870895188,+39 2870895188,False,inbound,voice,2025-03-18T13:39:48.753244,2025-03-18T13:49:29.753244,voicemail,4832a6983a9d7e2b
example_tenant,0.9,308,1.28,example_resource,2025-03-25,13:39:48,0543101902,+39 0543101902,8272666137,+39 8272666137,True,outbound,voice,2025-03-25T13:39:48.753265,2025-03-25T13:44:56.753265,missed,7d0465f8e52e3389
example_tenant,0.93,88,1.4,example_resource,2025-03-12,13:39:48,5842726789,+39 5842726789,4674991638,+39 4674991638,False,inbound,video,2025-03-12T13:39:48.753286,2025-03-12T13:41:16.753286,voicemail,1a4139b6917320b0
example_tenant,0.38,49,1.57,example_resource,2025-03-18,13:39:48,0389557847,+39 0389557847,1655987078,+39 1655987078,True,outbound,video,2025-03-18T13:39:48.753307,2025-03-18T13:40:37.753307,voicemail,6f26f80f5ba3c68c
example_tenant,3.76,232,1.8,example_resource,2025-03-24,13:39:48,0512527321,+39 0512527321,7661835035,+39 7661835035,True,inbound,voice,2025-03-24T13:39:48.753328,2025-03-24T13:43:40.753328,answered,f4b37d22790e79ea
example_tenant,0.52,374,0.73,example_resource,2025-03-07,13:39:48,8698174774,+39 8698174774,6993309068,+39 6993309068,True,outbound,video,2025-03-07T13:39:48.753349,2025-03-07T13:46:02.753349,answered,cd14da95d44f1e3e
example_tenant,3.44,457,1.88,example_resource,2025-03-21,13:39:48,4123922367,+39 4123922367,4563204321,+39 4563204321,True,inbound,voice,2025-03-21T13:39:48.753374,2025-03-21T13:47:25.753374,missed,5746ee7a4aad4f6c
example_tenant,4.44,588,1.08,example_resource,2025-03-11,13:39:48,5224240049,+39 5224240049,7534803620,+39 7534803620,True,inbound,video,2025-03-11T13:39:48.753398,2025-03-11T13:49:36.753398,missed,771300fb83d21cb7
example_tenant,0.66,300,1.85,example_resource,2025-03-10,13:39:48,1834787597,+39 1834787597,2562638409,+39 2562638409,False,outbound,video,2025-03-10T13:39:48.753443,2025-03-10T13:44:48.753443,missed,4dc06379a3a4c6eb
example_tenant,1.56,199,1.05,example_resource,2025-03-16,13:39:48,7015697644,+39 7015697644,2208042651,+39 2208042651,False,outbound,video,2025-03-16T13:39:48.753489,2025-03-16T13:43:07.753489,answered,690e98d80cbe901f
example_tenant,1.89,256,1.21,example_resource,2025-03-13,13:39:48,8512972782,+39 8512972782,8847294485,+39 8847294485,True,inbound,video,2025-03-13T13:39:48.753523,2025-03-13T13:44:04.753523,missed,402d5e3ccb14222d
example_tenant,2.1,44,1.23,example_resource,2025-03-09,13:39:48,8984758293,+39 8984758293,3231698038,+39 3231698038,False,inbound,video,2025-03-09T13:39:48.753545,2025-03-09T13:40:32.753545,missed,7a5a84b8ff63fbf6
example_tenant,2.31,18,1.18,example_resource,2025-03-11,13:39:48,1551308097,+39 1551308097,1894484180,+39 1894484180,False,outbound,video,2025-03-11T13:39:48.753567,2025-03-11T13:40:06.753567,missed,41bae401ab4e420e
example_tenant,2.59,599,1.46,example_resource,2025-03-29,13:39:48,4230317837,+39 4230317837,5306591904,+39 5306591904,False,inbound,video,2025-03-29T13:39:48.753588,2025-03-29T13:49:47.753588,voicemail,18073e886df245f2
example_tenant,3.31,544,1.08,example_resource,2025-03-06,13:39:48,6610710772,+39 6610710772,6481004039,+39 6481004039,True,inbound,video,2025-03-06T13:39:48.753614,2025-03-06T13:48:52.753614,answered,a2559ec88fbbe6bd
example_tenant,2.79,300,1.77,example_resource,2025-03-30,13:39:48,5752206837,+39 5752206837,6998817543,+39 6998817543,True,outbound,voice,2025-03-30T13:39:48.753635,2025-03-30T13:44:48.753635,voicemail,fa43650e31072456
example_tenant,2.34,137,0.89,example_resource,2025-03-06,13:39:48,1696818593,+39 1696818593,4550338737,+39 4550338737,True,inbound,video,2025-03-06T13:39:48.753657,2025-03-06T13:42:05.753657,answered,f5da9179b4c37223
example_tenant,2.7,511,0.96,example_resource,2025-03-14,13:39:48,9773409243,+39 9773409243,8256546104,+39 8256546104,True,outbound,video,2025-03-14T13:39:48.753681,2025-03-14T13:48:19.753681,answered,1e122e1bbaf4fe11
example_tenant,1.74,545,1.52,example_resource,2025-03-29,13:39:48,2743430441,+39 2743430441,2919088499,+39 2919088499,True,outbound,voice,2025-03-29T13:39:48.753702,2025-03-29T13:48:53.753702,missed,8acd4826e9f10de2
example_tenant,2.07,346,1.69,example_resource,2025-03-16,13:39:48,2094529359,+39 2094529359,6007798214,+39 6007798214,True,inbound,video,2025-03-16T13:39:48.753727,2025-03-16T13:45:34.753727,voicemail,c3426023465f15fd
example_tenant,4.93,463,1.24,example_resource,2025-03-31,13:39:48,2387276885,+39 2387276885,5569038356,+39 5569038356,True,outbound,video,2025-03-31T13:39:48.753751,2025-03-31T13:47:31.753751,voicemail,1583e05aadb87916
example_tenant,0.52,62,0.76,example_resource,2025-04-04,13:39:48,0823829826,+39 0823829826,9516773838,+39 9516773838,True,inbound,voice,2025-04-04T13:39:48.753773,2025-04-04T13:40:50.753773,missed,14accf96e478207e
example_tenant,0.32,425,1.56,example_resource,2025-03-13,13:39:48,9390612271,+39 9390612271,0615195724,+39 0615195724,True,inbound,video,2025-03-13T13:39:48.753798,2025-03-13T13:46:53.753798,missed,9b11507cf4d38135
example_tenant,3.55,526,0.62,example_resource,2025-03-15,13:39:48,8820196172,+39 8820196172,9020142788,+39 9020142788,False,inbound,voice,2025-03-15T13:39:48.753819,2025-03-15T13:48:34.753819,answered,ca6fe041b093807c
example_tenant,3.43,274,1.25,example_resource,2025-03-28,13:39:48,9835811885,+39 9835811885,7879787175,+39 7879787175,False,outbound,video,2025-03-28T13:39:48.753840,2025-03-28T13:44:22.753840,missed,4f0fea2043af93c1
example_tenant,2.69,329,1.55,example_resource,2025-03-08,13:39:48,2802894978,+39 2802894978,2932497374,+39 2932497374,True,inbound,voice,2025-03-08T13:39:48.753861,2025-03-08T13:45:17.753861,missed,414c9a0c377ce5a4
example_tenant,1.65,27,0.73,example_resource,2025-03-30,13:39:48,2671882335,+39 2671882335,8055832721,+39 8055832721,True,outbound,video,2025-03-30T13:39:48.753882,2025-03-30T13:40:15.753882,voicemail,e0aad3b21ed8b713
example_tenant,2.56,278,0.91,example_resource,2025-04-03,13:39:48,8541877996,+39 8541877996,3927352169,+39 3927352169,False,outbound,voice,2025-04-03T13:39:48.753903,2025-04-03T13:44:26.753903,answered,d3b0556d43074005
example_tenant,0.9,285,1.71,example_resource,2025-03-19,13:39:48,7483491048,+39 7483491048,1030104370,+39 1030104370,False,outbound,video,2025-03-19T13:39:48.753925,2025-03-19T13:44:33.753925,answered,f7543758f21716a9
example_tenant,0.87,195,1.91,example_resource,2025-03-10,13:39:48,6754555157,+39 6754555157,1796156933,+39 1796156933,True,outbound,voice,2025-03-10T13:39:48.753952,2025-03-10T13:43:03.753952,missed,a88f3bc8f629fb8b
example_tenant,2.02,497,1.33,example_resource,2025-04-01,13:39:48,6817943414,+39 6817943414,2033102741,+39 2033102741,False,inbound,video,2025-04-01T13:39:48.753977,2025-04-01T13:48:05.753977,missed,2769e8298a1658ea
example_tenant,1.86,295,1.62,example_resource,2025-03-30,13:39:48,1255577440,+39 1255577440,6384494061,+39 6384494061,True,inbound,voice,2025-03-30T13:39:48.754000,2025-03-30T13:44:43.754000,answered,6a0c42eb2e4494f6
example_tenant,4.9,569,1.99,example_resource,2025-03-28,13:39:48,2691918011,+39 2691918011,9679406603,+39 9679406603,False,outbound,video,2025-03-28T13:39:48.754021,2025-03-28T13:49:17.754021,voicemail,f884e3284a37519a
example_tenant,0.2,122,1.31,example_resource,2025-03-29,13:39:48,4834778402,+39 4834778402,4301852366,+39 4301852366,False,inbound,video,2025-03-29T13:39:48.754043,2025-03-29T13:41:50.754043,answered,38899ef9c29c6800
example_tenant,3.68,103,1.04,example_resource,2025-03-18,13:39:48,8694991535,+39 8694991535,3454877578,+39 3454877578,False,inbound,video,2025-03-18T13:39:48.754064,2025-03-18T13:41:31.754064,voicemail,6682caad5b8e00cf
example_tenant,3.2,553,0.61,example_resource,2025-03-14,13:39:48,7260496021,+39 7260496021,8522784369,+39 8522784369,False,outbound,video,2025-03-14T13:39:48.754087,2025-03-14T13:49:01.754087,answered,2d5df9bdd19109bb
example_tenant,2.07,268,1.55,example_resource,2025-03-07,13:39:48,9736438516,+39 9736438516,3106960278,+39 3106960278,False,outbound,video,2025-03-07T13:39:48.754109,2025-03-07T13:44:16.754109,voicemail,ce35bb1e39192f7d
example_tenant,3.66,137,0.9,example_resource,2025-03-05,13:39:48,0840900229,+39 0840900229,9501660991,+39 9501660991,True,inbound,video,2025-03-05T13:39:48.754136,2025-03-05T13:42:05.754136,missed,b992a66344fa181a
example_tenant,0.63,500,1.03,example_resource,2025-03-13,13:39:48,3472478582,+39 3472478582,5406864675,+39 5406864675,True,inbound,voice,2025-03-13T13:39:48.754161,2025-03-13T13:48:08.754161,answered,b7e0f2ed82699a7b
example_tenant,3.77,532,1.69,example_resource,2025-03-15,13:39:48,3331212737,+39 3331212737,2075772006,+39 2075772006,True,outbound,video,2025-03-15T13:39:48.754185,2025-03-15T13:48:40.754185,answered,d58df1b31ea5ae3a
example_tenant,4.55,203,0.8,example_resource,2025-03-14,13:39:48,7029532125,+39 7029532125,5479366873,+39 5479366873,True,inbound,video,2025-03-14T13:39:48.754207,2025-03-14T13:43:11.754207,answered,1b41e658376a7e4e
example_tenant,1.23,443,1.5,example_resource,2025-03-11,13:39:48,4952797527,+39 4952797527,4089676361,+39 4089676361,False,inbound,video,2025-03-11T13:39:48.754228,2025-03-11T13:47:11.754228,answered,27c4c63f3edbf732
example_tenant,0.63,345,0.56,example_resource,2025-03-18,13:39:48,5263259656,+39 5263259656,1860304802,+39 1860304802,False,inbound,voice,2025-03-18T13:39:48.754249,2025-03-18T13:45:33.754249,missed,0ae094f2b8cb96d1
example_tenant,2.2,313,1.46,example_resource,2025-03-20,13:39:48,5945602624,+39 5945602624,7492040851,+39 7492040851,False,inbound,voice,2025-03-20T13:39:48.754274,2025-03-20T13:45:01.754274,missed,d513130d2374360c
example_tenant,0.81,429,1.51,example_resource,2025-03-27,13:39:48,6406136015,+39 6406136015,9198183306,+39 9198183306,False,outbound,voice,2025-03-27T13:39:48.754296,2025-03-27T13:46:57.754296,voicemail,fd433d2fe11b8224
example_tenant,3.9,484,1.56,example_resource,2025-03-07,13:39:48,9180232770,+39 9180232770,8539567899,+39 8539567899,True,outbound,video,2025-03-07T13:39:48.754319,2025-03-07T13:47:52.754319,answered,740ba30de0356524
example_tenant,1.83,196,0.84,example_resource,2025-03-17,13:39:48,5496155373,+39 5496155373,5413731653,+39 5413731653,False,outbound,video,2025-03-17T13:39:48.754341,2025-03-17T13:43:04.754341,missed,9181b3c5f9a201c1
example_tenant,3.74,107,1.96,example_resource,2025-03-25,13:39:48,3030844263,+39 3030844263,7685355020,+39 7685355020,False,inbound,voice,2025-03-25T13:39:48.754362,2025-03-25T13:41:35.754362,answered,c77236f173440967
example_tenant,1.55,549,1.36,example_resource,2025-03-18,13:39:48,4435133234,+39 4435133234,5468510147,+39 5468510147,True,outbound,voice,2025-03-18T13:39:48.754384,2025-03-18T13:48:57.754384,voicemail,e1b851ba3149743e
example_tenant,2.01,220,1.66,example_resource,2025-03-23,13:39:48,3429508990,+39 3429508990,4489905451,+39 4489905451,True,inbound,video,2025-03-23T13:39:48.754408,2025-03-23T13:43:28.754408,answered,bd9e8683e4fcb2e7
example_tenant,4.88,399,1.48,example_resource,2025-03-08,13:39:48,8142497361,+39 8142497361,9920052738,+39 9920052738,False,inbound,video,2025-03-08T13:39:48.754430,2025-03-08T13:46:27.754430,missed,6368874c00358a47
example_tenant,0.49,364,1.85,example_resource,2025-03-15,13:39:48,3658469099,+39 3658469099,2468697317,+39 2468697317,False,outbound,voice,2025-03-15T13:39:48.754452,2025-03-15T13:45:52.754452,voicemail,116f818d256a9724
example_tenant,2.54,483,1.81,example_resource,2025-03-08,13:39:48,9246434795,+39 9246434795,5766976082,+39 5766976082,True,inbound,voice,2025-03-08T13:39:48.754473,2025-03-08T13:47:51.754473,answered,df59e27f837ba1cd
example_tenant,3.87,495,0.63,example_resource,2025-03-07,13:39:48,3370503573,+39 3370503573,2089714741,+39 2089714741,False,inbound,voice,2025-03-07T13:39:48.754510,2025-03-07T13:48:03.754510,missed,9f60da7d2fbb0ecf
example_tenant,4.06,420,0.95,example_resource,2025-03-11,13:39:48,3691882906,+39 3691882906,2617137537,+39 2617137537,True,outbound,video,2025-03-11T13:39:48.754559,2025-03-11T13:46:48.754559,answered,cbdb9c24ac2a5495
example_tenant,2.14,117,1.46,example_resource,2025-03-30,13:39:48,5229325347,+39 5229325347,8665714284,+39 8665714284,False,outbound,video,2025-03-30T13:39:48.754585,2025-03-30T13:41:45.754585,voicemail,3063762d63a97636
example_tenant,4.05,164,1.07,example_resource,2025-03-11,13:39:48,6211026077,+39 6211026077,6952707402,+39 6952707402,True,inbound,voice,2025-03-11T13:39:48.754606,2025-03-11T13:42:32.754606,answered,78cb3fc8de04ca69
